# QT Clean v2 real-person names from Wikidata structured data (CC0-1.0)
# Format: source<TAB>Vietnamese/Latin target<TAB>type<TAB>provenance
南沙也香	Sayaka Minami	person_name_japanese	wikidata:Q135697:japan
南部阳一郎	Yoichiro Nambu	person_name_japanese	wikidata:Q188120:japan
南部陽一郎	Yoichiro Nambu	person_name_japanese	wikidata:Q188120:japan
南野阳子	Yoko Minamino	person_name_japanese	wikidata:Q456207:japan
南野陽子	Yoko Minamino	person_name_japanese	wikidata:Q456207:japan
原嘉道	Yoshimichi Hara	person_name_japanese	wikidata:Q109768:japan
原田眞人	Masato Harada	person_name_japanese	wikidata:Q11330:japan
原田真人	Masato Harada	person_name_japanese	wikidata:Q11330:japan
友崎亚希	Aki Tomosaki	person_name_japanese	wikidata:Q35402:japan
友崎亞希	Aki Tomosaki	person_name_japanese	wikidata:Q35402:japan
反町隆史	Takashi Sorimachi	person_name_japanese	wikidata:Q555515:japan
叶月里绪菜	Riona Hazuki	person_name_japanese	wikidata:Q44271:japan
吉川愛	Ai Yoshikawa	person_name_japanese	wikidata:Q255831:japan
吉川爱	Ai Yoshikawa	person_name_japanese	wikidata:Q255831:japan
吉川英治	Eiji Yoshikawa	person_name_japanese	wikidata:Q221957:japan
吉泽悠	Hisashi Yoshizawa	person_name_japanese	wikidata:Q551385:japan
吉泽明步	Akiho Yoshizawa	person_name_japanese	wikidata:Q35429:japan
吉泽章	Akira Yoshizawa	person_name_japanese	wikidata:Q209200:japan
吉澤悠	Hisashi Yoshizawa	person_name_japanese	wikidata:Q551385:japan
吉澤明步	Akiho Yoshizawa	person_name_japanese	wikidata:Q35429:japan
吉澤章	Akira Yoshizawa	person_name_japanese	wikidata:Q209200:japan
吉田安孝	Yasutaka Yoshida	person_name_japanese	wikidata:Q47321:japan
吉田昭义	Akiyoshi Yoshida	person_name_japanese	wikidata:Q47310:japan
吉田昭義	Akiyoshi Yoshida	person_name_japanese	wikidata:Q47310:japan
吉田暢	Toru Yoshida	person_name_japanese	wikidata:Q47761:japan
吉田沙保裏	Saori Yoshida	person_name_japanese	wikidata:Q230985:japan
吉田沙保里	Saori Yoshida	person_name_japanese	wikidata:Q230985:japan
吉田畅	Toru Yoshida	person_name_japanese	wikidata:Q47761:japan
吉田裕幸	Hiroyuki Yoshida	person_name_japanese	wikidata:Q47313:japan
吉行由实	Yumi Yoshiyuki	person_name_japanese	wikidata:Q210840:japan
