# Generated from Unicode Unihan 17.0.0 kVietnamese plus kTraditionalVariant propagation
# Source: https://www.unicode.org/Public/17.0.0/ucd/Unihan.zip
# License: Unicode-3.0 https://www.unicode.org/license.txt
# Format: character<TAB>first Vietnamese reading<TAB>isCommon
廠	xưởng	true
廡	vu	true
廢	phế	true
廣	quảng	true
廩	lẫm	true
廪	lẫm	true
延	dang	true
廷	đình	true
建	kiến	true
廾	trấp	true
开	khai	true
弄	lộng	true
弊	tệ	true
弋	dặc	true
弍	nhị	true
式	thức	true
弑	thí	true
弓	cung	true
弔	điếu	true
引	dẫn	true
弗	phất	true
弟	đệ	true
张	trương	true
弩	nỏ	true
弱	nhược	true
張	trương	true
強	càng	true
弹	đàn	true
强	càng	true
弼	bặt	true
彈	đàn	true
彊	cương	true
彐	kẹ	true
当	đương	true
形	hình	true
彩	thái	true
彫	điêu	true
彬	băn	true
彭	bành	true
影	ảnh	true
彷	phảng	true
役	dịch	true
彻	triệt	true
彼	bỉ	true
彾	lĩnh	true
彿	phớt	true
往	vãng	true
征	chinh	true
徂	tò	true
待	đãi	true
徊	hồi	true
律	luật	true
後	hậu	true
徐	chờ	true
徒	đồ	true
徕	lại	true
得	đắc	true
徘	bồi	true
從	tòng	true
徠	lại	true
御	ngự	true
徬	bàng	true
微	vi	true
徵	trưng	true
德	đức	true
徹	triệt	true
心	tâm	true
必	tất	true
忆	hắt	true
忇	sực	true
忉	đau	true
忌	kị	true
忍	nhẫn	true
忏	thin	true
忑	thắc	true
忒	thắc	true
忖	thổn	true
志	chí	true
忘	vong	true
忙	mang	true
忝	thỏm	true
忠	trung	true
忤	ngỗ	true
忧	ưu	true
快	khoái	true
忱	thầm	true
念	niệm	true
忽	hốt	true
忿	phẫn	true
怀	hoài	true
态	thái	true
怂	túng	true
怍	tạc	true
怎	chẩn	true
怑	bẳn	true
怒	nộ	true
怖	bố	true
怛	đắn	true
怜	lanh	true
思	tư	true
急	cấp	true
怦	bừng	true
性	tính	true
怨	oán	true
怩	náy	true
怫	phật	true
怯	khiếp	true
